사업코드,시군구읍면동 명칭,공사시 생활폐기물 발생량,운영시 생활폐기물 발생량,생활폐기물 발생량,건설폐기물 처리현황_매립,건설폐기물 처리현황_소각,건설폐기물 처리현황_재활용,사업장배출시설계 폐기물의 처리 현황_매립,사업장배출시설계 폐기물의 처리 현황_소각,사업장배출시설계 폐기물의 처리 현황_재활용,사업장배출시설계 폐기물의 처리 현황_해역배출,사업장 지정 폐기물의 처리 현황_매립,사업장 지정 폐기물의 처리 현황_소각,사업장 지정 폐기물의 처리 현황_재활용,사업장 지정 폐기물의 처리 현황_기타,생성일,수정일,사용여부
DG2014B004,고령군,28.305,91.1,19600,0,0.1,233.7,99.8,5.5,491.6,13,1014.9,196.9,3381.6,15.5,,,Y
YS2015K002,담양군,30.4,3127,32300,0.2,27.1,541.3,,,,,,,,,,,Y
YS2015B004,여수시,136,1200,384400,31.4,7.3,1058.7,104.9,85.8,2055.6,69.6,13.4,87.1,0,0,,,Y
ND2014B015,울산광역시,53.55,3348.21,1234200,278.6,24,4699.8,1104.7,488.5,3171.6,717.4,129298.3,102793.9,173099.2,13002.2,,,Y
ND2014B015,북구,53.55,3348.21,156000,2.4,1.4,600.4,44.1,44.4,652.4,0.5,1525.9,12153.7,9248.2,1,,,Y
ND2016B006,통영시,37.4,3194,116100,0.1,0.8,426.8,16.1,13.1,57,10.8,,,,,,,Y
GG2015B001,대전광역시,110,4379.1,1473400,120.5,24.3,3279.5,369.7,654.9,727.8,0.6,11897.7,13146,19595.7,2339.3,,,Y
GG2015B006,진천군,33.1,1574,89300,0,2.3,537.6,98.2,14.5,195.4,5.8,1690.4,12067.1,19822.5,61.8,,,Y
ND2016B003,울산광역시,46,5514.7,1234200,278.6,24,4699.8,1104.7,488.5,3171.6,717.4,129298.3,102793.9,173099.2,13002.2,,,Y
ND2016B003,울주군,46,5514.7,197600,5,9.8,1350.2,442.7,60.3,1038.9,401.7,110280.3,18816.8,43210.7,3821.6,,,Y
ME2006C003,경주시,540,19.88,260100,10.2,2.6,879.6,16.6,24.8,199,55.7,132.8,4953,5157.6,625.9,,,Y
ME2006C001,울주군,0,456,180100,,,,,,,,,,,,,,Y
ME2006C001,기장군,0,456,59300,,,,,,,,,,,,,,Y
ND2005C001,양산시,24,0,174500,,,,,,,,,,,,,,Y
ND2005C001,밀양시,24,0,82700,,,,,,,,,,,,,,Y
ND2005C001,창녕군,24,0,42300,,,,,,,,,,,,,,Y
ME2007C014,인천광역시,192.2,24.03,2213000,,,,,,,,,,,,,,Y
ME2007C014,서구,192.2,24.03,365000,,,,,,,,,,,,,,Y
ME2008C008,창녕군,45.1,0,51600,,0.1,398.1,0.8,2.1,10.4,20.7,,,,,,,Y
ME2008C008,청도군,45.1,0,16700,,0.4,597.4,308.7,505.2,91.2,,,,,,,,Y
ME2008C008,달성군,45.1,0,217900,,4.8,507.9,76.1,162.1,367.4,71.6,,,,,,,Y
ME2008C008,고령군,45.1,0,21200,,0.6,242.5,1.9,1.6,254.2,34.6,,,,,,,Y
ME2008C008,성주군,45.1,0,15200,,0.4,164.2,,,,,,,,,,,Y
DG2008C003,구미시,49.2,0,280300,4.8,7.4,1302.9,,,,,3930.6,11570.5,367514.9,2680.3,,,Y
DG2008C003,칠곡군,49.2,0,104600,,0.5,175.6,,,,,327.4,3331.1,2370.5,227.3,,,Y
ND2009O004,부산광역시,62.4,133598,3371000,,,,,,,,,,,,,,Y
ND2009O004,강서구,62.4,133598,72700,2.5,19.7,778.2,,,,,,,,,,,Y
ME2010C008,당진군,11.3,2.3,154100,4.6,4.9,1871.3,1523.7,261.1,9089.4,8.2,52194.3,5694.1,24374.4,238.1,,,Y
ME2011C002,연기군,62.4,117.7,78300,0,20.1,1026.4,74,45.8,220.5,2.2,,,,,,,Y
ME2011C002,공주시,62.4,117.7,126400,0,1.4,401.1,1.9,3.8,4.9,1.6,,,,,,,Y
ME2007C016,서울특별시,324,129.6,11336800,,,,,,,,,,,,,,Y
ME2007C016,마포구,324,129.6,413700,,,,,,,,,,,,,,Y
ME2010C005,여수시,44.55,168,386100,,,,,,,,,,,,,,Y
ME2011C004,인천광역시,237.6,14.85,796600,,,,,,,,,,,,,,Y
ME2011C004,서구,237.6,14.85,84000,,,,,,,,,,,,,,Y
ME2011C010,동두천시,54.99,59.5,72900,1.9,1.2,315.1,193.4,20.2,142.7,80.6,,,,,,,Y
ME2011C011,울주군,3300,920,181100,,,,,,,,,,,,,,Y
ME2012C007,경상남도,18.55,0,3274600,5,51.1,13025.3,1712.5,369.1,7932.1,296.8,,,,,,,Y
ME2012C007,고성군,18.55,0,32200,,,193.9,11.6,3,898,12.6,151.3,760.3,328.4,49.6,,,Y
ME2014C006,서천군,27.9,80.9,41700,0.4,1.6,267.5,491.1,72.3,660,14.2,,,,,,,Y
ME2013C003,당진시,31.2,114.24,149300,0.9,8.9,1479.7,1892.2,171.6,18.255,0.1,,,,,,,Y
ME2014C015,울진군,1.01,1200,53700,,,,,,,,,,,,,,Y
HG2009I004,광주시,109.2,0,234300,2,2.2,533,56.6,4.1,97.5,18.6,,,,,,,Y
HG2009I004,양평군,109.2,0,72800,0,0,206.7,2,10.4,21.1,1.9,,,,,,,Y
HG2009I004,여주군,109.2,0,78400,0,0.4,278.2,15.7,11.1,179.2,15.4,,,,,,,Y
DG2009I001,대구광역시,2653,0,729400,3.1,9,2185.1,,,,,12737.7,7085.3,40874.7,809.3,,,Y
DG2009I001,달서구,2653,0,505300,3,5.3,1400.3,,,,,12165.9,2651.4,8879.6,164.7,,,Y
DG2009I001,달성군,2653,0,224100,0,3.7,784.8,,,,,571.8,4433.9,31995.1,644.6,,,Y
DG2009I001,경상북도,2653,0,927100,43.3,18,4362.9,,,,,3640.5,17425.9,242934.6,5271.5,,,Y
DG2009I001,안동시,2653,0,163500,0,1.7,578.5,,,,,0,90,799.1,12.2,,,Y
DG2009I001,구미시,2653,0,303400,27,11.2,1656.3,,,,,2471.6,14041.3,234816.6,5038.8,,,Y
DG2009I001,상주시,2653,0,89000,16.1,0.7,521,,,,,632,31.9,546.2,0,,,Y
DG2009I001,문경시,2653,0,126300,0,0.4,216,,,,,54.1,152.1,213.6,22,,,Y
DG2009I001,의성군,2653,0,37500,0,0.3,227.6,,,,,19.3,18.3,284.5,5.8,,,Y
DG2009I001,고령군,2653,0,23300,0,0.3,266,,,,,51.5,198.2,3176.2,0,,,Y
DG2009I001,성주군,2653,0,20300,0,0.3,298.5,,,,,0,147.7,754.7,4.7,,,Y
DG2009I001,칠곡군,2653,0,107800,0.2,2.1,381.3,,,,,412,2550,2334.6,188,,,Y
DG2009I001,예천군,2653,0,56000,0,1.1,217.6,,,,,0,196.4,9.1,0,,,Y
ND2009I002,김해시,141.8,0,415000,,4.6,1350.9,80.2,55.3,903.9,170.8,,,,,,,Y
ND2009I002,양산시,141.8,0,186400,3.2,10.6,1360.8,32,60.3,285,63.9,,,,,,,Y
ND2009I002,밀양시,141.8,0,103800,,0.4,376.9,19.5,20.7,29.7,18,,,,,,,Y
ND2009I002,창원시,141.8,0,509900,9.5,2.6,2264,346.3,300,1900.4,14.1,,,,,,,Y
ND2009I002,의령군,141.8,0,31100,,,214.3,21.8,7.3,38.3,15.5,,,,,,,Y
ND2009I002,함안군,141.8,0,36100,,0.2,399,83.5,89.7,519.6,15.3,,,,,,,Y
ND2009I002,창녕군,141.8,0,48500,,0.2,246.8,0.9,3,27.3,3.7,,,,,,,Y
ND2009I002,합천군,141.8,0,35400,,,401.7,1.7,2.1,7,1.3,,,,,,,Y
ND2009I002,북구,141.8,0,248600,35.4,0.6,970.8,,,36.5,,,,,,,,Y
ND2009I002,사하구,141.8,0,293200,,0.6,517.8,167.7,137.1,851.2,249.3,,,,,,,Y
ND2009I002,강서구,141.8,0,41200,0.2,0.8,706.5,223,28,143.5,60.8,,,,,,,Y
ND2009I002,사상구,141.8,0,125500,,0.4,658.5,37.5,15.4,610.2,0.3,,,,,,,Y
YS2009I005,광양시,77.436,0,127100,28.3,4.1,578.4,,,,,,,,,,,Y
YS2009I005,곡성군,77.436,0,29100,,0.5,136.3,,,,,,,,,,,Y
YS2009I005,구례군,77.436,0,23600,,0.1,67.4,,,,,,,,,,,Y
YS2009I005,하동군,77.436,0,35600,0.5,0.4,226,,,,,,,,,,,Y
YS2009I005,남원시,77.436,0,112700,,6.9,355.8,,,,,,,,,,,Y
YS2009I005,순창군,77.436,0,23200,,0.1,264.2,,,,,,,,,,,Y
YS2009I005,임실군,77.436,0,23500,0.2,0.2,332.7,,,,,,,,,,,Y
YS2009I005,진안군,77.436,0,28000,,0.4,319.9,,,,,,,,,,,Y
YS2009I005,순천시,77.436,0,276500,1,2.5,769.2,,,,,,,,,,,Y
ND2009I004,부산광역시 강서구,166.2,0,72700,2.5,19.7,778.2,214.4,13,196.6,51.2,14018.2,5482.6,54350,1162.2,,,Y
ND2009I004,김해시,166.2,0,485700,0.1,4.1,1524.8,59.8,18.8,983.3,86,2271.1,6256.9,21773,387.7,,,Y
WJ2009I003,여주군,98.1,0,78400,0,0.4,278.2,,,,,0,368.5,488.5,106.4,,,Y
WJ2009I003,원주시,98.1,0,346300,0,4.8,659.4,,,,,889.6,2593.5,8202.4,635.6,,,Y
WJ2009I003,횡성군,98.1,0,57200,0,0.6,301.3,,,,,408.8,389.6,1938.6,21.6,,,Y
DG2009I003,대구광역시,80.6,0,2635400,3.7,24.7,6781.9,315,15.2,943,1004.5,,,,,,,Y
DG2009I003,경산시,80.6,0,250400,147.8,3.2,1038,17.8,13.1,201.9,80.5,,,,,,,Y
DG2009I003,영천시,80.6,0,62100,0,0.9,603.7,5,5.3,50.8,1.2,,,,,,,Y
ND2012I003,울산광역시,42.2,0,1091000,,,,,,,,,,,,,,Y
ND2012I003,울주군,42.2,0,181100,15,14.8,1617.2,300.3,60.6,1176.1,319.2,36543,10846.4,37814.8,2042.7,,,Y
GG2012I002,예산군,119.1,,69700,,0.5,440.1,,,,,690.4,651.2,1880.4,66.2,,,Y
GG2012I002,아산시,119.1,,299600,2.3,20,1178.2,,,,,7462.4,6612.8,99253.5,389.2,,,Y
GG2012I002,당진시,119.1,,142500,1.8,19.6,1001.7,,,,,497030,5538.9,40062.5,213.1,,,Y
DG2014I001,김천시,79,0,108300,0.9,3.2,527.3,85.3,40.6,162.5,16.4,976.9,8313.4,7918.2,900.3,,,Y
DG2014I001,구미시,79,0,253900,9.9,21.2,1902.1,266.6,78.8,730,44.4,7667.1,12774.4,109186.3,21099,,,Y
YS2006D002,여수시,43.79,0,508300,,,,,,,,,,,,,,Y
HG2006D001,인천광역시,71.4,2295,2314000,712.9,60.1,7461.2,,,,,,,,,,,Y
HG2006D001,연수구,71.4,2295,188600,57.7,3.6,409.1,,,,,,,,,,,Y
YS2006D003,고흥군,84,258,61600,13,15.9,305.5,0.9,0.1,11.4,,,,,,,,Y
GG2006D002,서산시,79.8,1330,142500,0.4,2.1,300.7,,,,,,,,,,,Y
GG2006D002,당진군,79.8,1330,77300,3.1,21.8,791.2,,,,,,,,,,,Y
HG2007D002,웅진군,58.9,115.6,8500,,0.5,73,861.4,0.1,465.1,,,,,,,,Y
JJ2006D001,군산시,55.8,,237900,3.4,4.1,738.1,88.9,411.2,901.4,194.5,21921.9,4826.6,9448.2,315.1,,,Y
ME2008D002,거제시,26.22,0,276200,,,,,,,,478.3,5458.5,4235.5,320.3,,,Y
ND2009D003,부산광역시,42.5,0,3564000,49.2,24.1,9384.4,529.1,238.3,1755.7,614,,,,,,,Y
HG2009D001,인천광역시,79.46,2158.38,1695500,395.6,65.2,8259.1,134.7,107,326.4,,32.4,2454,7157.1,84.3,,,Y
ND2008D003,진해시,23.1,0,180900,,1.6,988,,,,,,,,,,,Y
HG2009J001,인천광역시,40.7,0,2269400,395.6,65.2,8259.1,1519.8,382.1,6256.3,187.7,156887.9,22620.8,116057.3,1766.8,,,Y
HG2009J001,연수구,40.7,0,190600,56,3.1,1383.9,97.3,0.4,2.4,,27122.6,49.2,6552.3,74.1,,,Y
HG2009J001,남동구,40.7,0,391300,96.9,11,1348.5,177.7,42.5,232.4,8.9,24218.1,3428.4,30118.8,293.7,,,Y
HG2010D006,인천광역시,518.58,0,3618200,465.5,128.3,8869.3,2319.4,268.6,7121.3,151.8,141670,20891,119543,3006.9,,,Y
HG2010D006,동구,518.58,0,95900,44.6,2.2,364.6,239.9,17.7,2932.1,0,66600.7,966.5,5.2,,,,Y
HG2010D006,서구,518.58,0,245500,211.3,20.7,1641.2,827.7,55.1,2242.5,39.7,45459,9137.6,30265.3,2235.3,,,Y
HG2010D006,중구,518.58,0,228800,39.2,69.9,1559.7,32.6,67.2,145.9,90.2,2071.9,1612.1,8596.4,206.6,,,Y
HG2010D006,연수구,518.58,0,165100,36.8,2.1,1267.8,56.7,1.5,47.1,0,274.5,117.9,5516.2,67.2,,,Y
HG2010D006,남동구,518.58,0,337600,37.2,4.6,1151.9,105.1,67.1,94.9,11.8,23029.3,3561.9,30144.3,244.4,,,Y
HG2010D006,시흥시,518.58,0,272500,9.9,1.5,588.8,112,180.1,195.2,111.3,14627.9,23657.6,71260.4,13862.1,,,Y
HG2010D003,평택시,43.9,0,329300,,,,,,,,,,,,,,Y
HG2010D003,당진군,43.9,0,154100,,,,,,,,,,,,,,Y
HG2010D003,화성시,43.9,0,301800,,,,,,,,,,,,,,Y
HG2012J002,화성시,40.12,0,324100,17.2,21,3244,248.2,28.1,506.2,37.2,,,,,,,Y
HG2012J002,안산시,40.12,0,436500,17.7,1.7,925,689.3,542,505.2,241.4,,,,,,,Y
JJ2011D001,군산시,26.65,389.53,217900,4.4,2.1,1399.5,216.6,47,1189.1,184.7,,,,,,,Y
ND2011D006,부산시,44.7,0,3189000,297,41.4,9245.8,890.7,107.2,1917,54.4,,,,,,,Y
ND2011D006,강서구,44.7,0,79700,0.2,15,794.6,109.9,11.4,421.4,4.7,11700.8,6854.5,69266.1,1520.6,,,Y
ND2011D006,창원시,44.7,0,1299800,6.2,6.9,3545.7,414.7,107,1904.7,19.1,38341.3,28139.6,72196,1292.4,,,Y
ND2010D002,부산광역시 강서구,141.8,49.2,72900,0,1.2,819.6,,,,,,,,,,,Y
ND2010D002,창원시 진해구,141.8,49.2,183500,0.5,1.3,751.5,,,,,,,,,,,Y
ND2012D005,창원시,56.1,0,1199600,0.1,3.2,1667.6,433.6,131.7,1964.3,23,24270.5,21517.6,68619.8,566.6,,,Y
HG2012J003,인천광역시,28.21,0,1863400,219.9,82.6,9772,2635.2,312,5822.6,189.9,,,,,,,Y
HG2012J003,중구,28.21,0,95200,34.1,7,1266.4,32.4,30,118.5,76.6,265.1,1688.5,6897.6,145.9,,,Y
ND2013D001,울산시,131.6,0,1191300,61.6,25.3,4428.5,943.4,444.1,4267,895.9,,,,,,,Y
ND2013D001,남구,131.6,0,384500,50,4.5,1276.7,438.8,71.4,2066.8,492.1,,,,,,,Y
HG2012D004,인천시,79,0,2177600,192.1,74,10175.7,3087.6,615.6,4744.6,221.7,,,,,,,Y
HG2012D004,중구,79,0,207700,52.5,8,982.3,15.6,36.3,181.8,76.1,193.5,7222.3,10627.6,96,,,Y
HG2012D004,웅진군,79,0,23700,0.1,0.9,173.7,2155.9,0.6,880.7,0,71,404.8,140.7,15.1,,,Y
ND2013D007,부산시,44.7,0,3189000,297,41.4,9245.8,890.7,107.2,1917,54.4,,,,,,,Y
ND2013D007,강서구,44.7,0,79700,0.2,15,794.6,109.9,11.4,421.4,4.7,11700.8,6854.5,69266.1,1520.6,,,Y
ND2013D007,창원시,44.7,0,1299800,6.2,6.9,3545.7,414.7,107,1904.7,19.1,38341.3,28139.6,72196,1292.4,,,Y
YS2013D005,광양시,42.9,390,155500,,,,,,,,,,,,,,Y
ND2014D002,울산광역시,213.49,22.2,1234200,110.5,21.2,6547,1196.9,531.7,3494.5,766.6,2448.3,22431.8,5588.7,8659.3,,,Y
ND2014D002,남구,213.49,22.2,258400,15.3,5.5,2474,521,111.1,1502.5,333.2,2123,22382.3,135,8624.6,,,Y
ND2015D002,거제시,26.4,0,195200,0.3,1,1026.3,153.2,99.5,136.6,,4265.6,6641.4,7293.6,1160.3,,,Y
HG2014D001,인천광역시,11.2,0,2412700,263.3,58.3,8584.9,,,,,,,,,,,Y
HG2014D001,옹진군,11.2,0,13700,0.7,1.7,279,,,,,,,,,,,Y
HG2014D001,중구,11.2,0,104700,18.5,3.3,776.5,,,,,,,,,,,Y
HG2014D001,경기도 안산시,11.2,0,532100,5.1,17,1300.1,,,,,,,,,,,Y
YS2015D007,광양시,67.2,0,264900,11.5,4.9,665.9,,,,,,,,,,,Y
YS2015D007,여수시,67.2,0,384400,31.4,7.3,1058.7,,,,,,,,,,,Y
YS2015D007,순천시,67.2,0,321000,3.3,0.3,886.1,,,,,,,,,,,Y
DG2010E004,사업지구내,110.4,,,,,,,,,,778071.5,552261.2,1977634.3,108587.6,,,Y
DG2009B008,포항시,102.96,,,164.7,19.2,2165,726.9,87.3,18258.6,54.2,16616.2,77599.8,132893.3,6368,,,Y
HG2016B002,평택시,36.2,742.7,,5.1,15.3,2804.2,283.2,226.9,1503.1,38.6,5585.8,11906.1,51261.4,5633.7,,,Y
ND2015B004,김해시,86.3,697.63,,1.4,11,1189.2,72.1,31.8,1086.4,13.8,10472.8,2982.3,27563.6,2854.2,,,Y
DG2010B011,경주시,19.8,,,5300,29300,1173300,33.8,25.4,407.2,47.2,24848.4,5603.8,4000.7,2222.2,,,Y
ME2006E001,공주시,21.5,,,,,,2.92,0.97,41.32,2.89,2048,514,8,1501,,,Y
ME2007A217,원주시,318.33,,,0.9,75.5,533.4,148.9,0.6,108.8,52.8,2298.4,1040.2,6432.4,1049,,,Y
ND2011D007,창원시,,,,0.1,3.2,1677.6,433.6,131.7,1964.3,23,24270.5,21517.6,68619.8,566.6,,,Y
ND2014B016,창원시,18,234.5,,8.6,45,3280.4,706.5,155,1770.2,42.6,26483.4,28483.4,76564.8,382.3,,,Y
ME2010C007,당진군,80.5,132.4,,3.3,25.5,1091.3,1553.6,11.1,3625.1,3.6,34385.2,3996.9,39034.3,332,,,Y
GG2008A008,예산군,,,,,4.7,414.7,1.5,8.6,13.4,2.2,1714.4,608.6,4823.3,227.3,,,Y
GG2008A008,홍성군,,,,,1.1,322.6,0.6,1.6,10.8,13.7,23,153.3,7197.5,69,,,Y
ME2012A002,서울특별시,124.5,,,784.3,104.1,24583.5,273.7,45.6,108.8,708.1,,,,,,,Y
DG2008A002,포항시,49.21,14.546,,,,1431.2,9,167.2,68.4,36.3,,,,,,,Y
GG2015E002,영동군,,,,,0.2,370.7,26.6,8.6,89,0.9,,,,,,,Y
ND2005E012,충주시,310.9,43.05,,,11.4,455.4,,,,,,,,,,,Y
ND2008B006,진주시(농공단지),30.8,,,,,,,,,,,,,,,,Y
ND2009B027,김해시(산업단지),,395.12,,,,,,,,,,,,,,,Y
ME2011C012,보령시(부두건설),226,,,,,,,,,,,,,,,,Y
ME2011C012,보령시(발전소),171.6,,,,,,,,,,,,,,,,Y
GG2008B006,논산시,22.2,,,,,,,,,,,,,,,,Y
YS2008B003,광양시,25.19,,,4.3,3.4,492.6,,,,,,,,,,,Y
DG2008B001,문경시,47.429,235.2,,,,,,,,,,,,,,,Y
ND2007B006,고성군,38.34,218.4,,,,,,,,,,,,,,,Y
ND2007B007,고성군,38.34,468,,,,,,,,,,,,,,,Y
DG2008B002,경주시,44,1008.23,,,,,,,,,,,,,,,Y
JJ2008B004,익산시,56,4020,,,0.5,728.5,,,,,,,,,,,Y
JJ2008B006,남원시,25.5,,,,0.1,238.8,,,,,,,,,,,Y
ND2009B006,고성군,13.3,,,,0.1,155.9,,,,,,,,,,,Y
WJ2009B001,춘천시,107.9,,,,,,,,,,,,,,,,Y
WJ2009B007,괴산군,14,,,,,,,,,,,,,,,,Y
DG2008B006,영천시,22.8,1752.6,,,,,,,,,,,,,,,Y
HG2008B003,평택시,43.4,2058.61,,5.3,12.3,1252.5,,,,,,,,,,,Y
JJ2008B008,익산시,58.9,82.9,,0,2.9,1083,,,,,,,,,,,Y
GG2009B001,공주시,8.2,,,,,,,,,,,,,,,,Y
GG2009B010,예산군,13.5,,,,,,,,,,,,,,,,Y
GG2009B011,당진군,79.3,,,,,,,,,,,,,,,,Y
YS2008B006,광양시,25.19,606,,4.3,3.4,492.6,,,,,,,,,,,Y
HG2009B006,평택시,47.3,,,,,,,,,,,,,,,,Y
GG2010B001,홍성군,28.9,,,,,,,,,,,,,,,,Y
DG2009B010,문경시,117.78,1531.47,,,0.4,216,,,,,,,,,,,Y
DG2009B014,포항시,78.26,1559.69,,164.7,19.2,2165,,,,,,,,,,,Y
DG2009B001,문경시,178.08,,,,,,,,,,,,,,,,Y
DG2009B002,문경시,15.3,164.6,,,0.2,331.9,,,,,,,,,,,Y
DG2010B002,영주시,12.8,,,0,0,311.5,,,,,,,,,,,Y
DG2009B006,경주시,28.8,,,,,,,,,,,,,,,,Y
GG2010B004,보령시,27.5,,,,,,,,,,,,,,,,Y
DG2010B008,영주시,243.2,,,,,,,,,,,,,,,,Y
DG2009B012,경주시,46.4,,,,,,,,,,,,,,,,Y
HG2010B007,김포시,62.53,,,31.1,29.6,2333.5,,,,,,,,,,,Y
JJ2011B001,전주시,46.2,,,0.1,6.8,1393.8,,,,,,,,,,,Y
WJ2011B004,단양군,130.7,,,374.68,1.16,373.52,,,,,,,,,,,Y
DG2011B002,봉화군,78.59,78.47,,0,0.1,365.1,,,,,,,,,,,Y
DG2010B012,경주시,38.28,442.74,,,,,,,,,,,,,,,Y
GG2010B009,대전시 유성구,43.71,98648.5,,0.1,0,1584.2,,,,,,,,,,,Y
GG2010B009,대전시,,,,2.3,0,5104.8,,,,,,,,,,,Y
WJ2011B001,강릉시,58.9,619.46,,,,,,,,,,,,,,,Y
WJ2011B005,괴산군,45.5,,,0,0,331.7,,,,,,,,,,,Y
GG2011B009,보은군,59.9,,,0,0,506.9,,,,,,,,,,,Y
DG2012B009,구미시,7.45,,,7.7,11.5,1550.8,,,,,,,,,,,Y
DG2012B008,예천군,99.19,,,,,,,,,,,,,,,,Y
DG2012B005,경주시,16.8,,,9.4,9.5,1173.5,,,,,,,,,,,Y
DG2012B007,경주시,103.02,698.51,,,,,,,,,,,,,,,Y
DG2012B018,경주시,102.01,,,,,,,,,,,,,,,,Y
GG2013D004,당진시,14.36,,,0.6,25.1,1886.8,,,,,,,,,,,Y
DG2008B005,경주시,102.01,1212.52,,,,,,,,,,,,,,,Y
WJ2013B002,음성군,23,11.1,,,0.2,384.3,,,,,,,,,,,Y
ND2014B002,부산광역시,81.3,2997.4,,348.8,143.5,6466.7,,,,,,,,,,,Y
GG2013Q001,보령시,38.4,,,0,0.2,565.3,,,,,,,,,,,Y
HG2013B001,계양구,37.4,805.3,,,,,,,,,,,,,,,Y
ND2013B018,사천시,32.64,990.634,,,,,,,,,,,,,,,Y
DG2014B003,구미시,13.8,534.1,,9.9,21.2,1902.1,,,,,,,,,,,Y
YS2015B002,여수시,51.3,,,31.4,7.3,1058.7,,,,,,,,,,,Y
DG2015B004,경주시,65.2,715.97,,7.8,5.8,1291.3,,,,,,,,,,,Y
HG2015B007,안동시,181.3,,,,,,,,,,,,,,,,Y
DG2015B005,경주시,102.01,597.8,,,,,,,,,,,,,,,Y
DG2015B003,경주시,102.01,516.32,,,,,,,,,,,,,,,Y
YS2015B010,구례군,29.9,607.3,,0,0.3,223.3,,,,,,,,,,,Y
ME2007C008,군산시,86.59,105.6,,,,,,,,,,,,,,,Y
ME2007C004,인천광역시 서구,116,26.7,,39.7,3.8,602.7,,,,,,,,,,,Y
ME2007C004,인천광역시,,,,758.2,131.6,5518.9,,,,,,,,,,,Y
ME2008C001,당진군,8,1.6,,,,,,,,,,,,,,,Y
ME2007C021,가평군,55.48,,,,,,,,,,,,,,,,Y
ME2007C012,하동군,48.4,61.78,,1.8,,155.5,3.3,,,,,,,,,,Y
ME2008C005,광양시,248.6,28.7,,4.3,3.4,492.6,,,,,,,,,,,Y
ME2007C017,울진군,25.5,70.2,55200,0.6,0.3,240.1,,,,,,,,,,,Y
ME2007C022,가평군,55.48,,,,,,,,,,,,,,,,Y
ME2008C002,당진군,8,1.6,,,,,,,,,,,,,,,Y
ME2007C020,웅진군,1800,,,,,,,,,,,,,,,,Y
ME2008C007,당진군,239.9,499.2,,,,,,,,,,,,,,,Y
JJ2010C001,군산시,93.7,,,,,,,,,,,,,,,,Y
ME2009C003,김천시,103,50,,2.2,1.1,489.1,,,,,,,,,,,Y
ME2011C021,안산시,65.92,23.6,,10.4,4.9,612.4,,,,,,,,,,,Y
ME2012C013,여수시,148,41.7,,21,13.3,1527.5,,,,,,,,,,,Y
ME2013C009,포천시,114.95,89.3,,0.7,,850.3,,,,,,,,,,,Y
ME2013C018,하남시,100.3,23,,3,41.6,1772.3,,,,,,,,,,,Y
ME2012C016,포항시,77.5,19.97,,75.3,21.7,2298.4,,,,,,,,,,,Y
HG2007I001,용인시,15.4,,,,50,7312.7,,,,,,,,,,,Y
ND2011I003,합천군,8.49,,,,,252.8,,,,,,,,,,,Y
ND2012I002,진주시,31.7,,,0.1,0.4,2560.8,,,,,,,,,,,Y
HG2012E004,가평군,18.48,,,,,,,,,,,,,,,,Y
HG2012I006,안성시,52.7,,,,0.6,687.1,,,,,,,,,,,Y
ND2012I001,합천군,22.8,,,,,438.1,,,,,,,,,,,Y
ND2013I001,양산시,36.4,,,0.1,3.9,1075.6,,,,,,,,,,,Y
YS2013I001,사업지구내,30.8,,,,,,,,,,,,,,,,Y
DG2015I001,사업지구내,77.2,,,,,,,,,,,,,,,,Y
ND2006D001,기장군,12.02,1703.82,,,,,,,,,,,,,,,Y
ME2006D001,울진군,85.5,,,,,,,,,,,,,,,,Y
ND2007D002,거제시,19.35,19169.4,,,,,,,,,,,,,,,Y
WJ2006D001,동해시,24.2,,,58.5,7.2,38.5,,,,,,,,,,,Y
ME2005D006,광양시,80.64,573.1,,,,,,,,,,,,,,,Y
YS2006D006,남제주군,9.7,,,0,0,71.6,,,,,,,,,,,Y
ND2007D005,마산시,49.14,,,,0.6,793.6,,,,,,,,,,,Y
WJ2007D001,속초시,14,,,0.6,24.9,334.7,,,,,,,,,,,Y
DG2007D003,포항시,5.69,153.72,,62.6,5,964.1,,,,,,,,,,,Y
YS2008D001,고흥군,32.9,,,1.91,0.75,215.66,,,,,,,,,,,Y
ND2008D001,진해시,23.94,304.3,,,2.1,546.5,,,,,,,,,,,Y
DG2009D002,울릉군,36.96,,,0.3,1.1,98.6,,,,,,,,,,,Y
GG2009D003,서천군,16.1,962.32,,,0.1,217.9,,,,,,,,,,,Y
DG2009D003,포항시,12.04,61.79,,164.7,19.2,2165,,,,,,,,,,,Y
DG2009D001,포항시,70,,,164.7,19.2,2165,,,,,,,,,,,Y
HG2010D007,화성시,48.02,,,9,0.3,261,,,,,,,,,,,Y
GG2010D001,태안군,109.33,,,,,,,,,,,,,,,,Y
DG2010D001,포항시,85.8,,,46.27,18.8,2341.46,,,,,,,,,,,Y
HG2012J001,인천광역시 서구,14.3,409,,90.5,56,2197.7,,,,,,,,,,,Y
YS2015B007,고흥군,58.5,809.71,,,0.2,344.6,,3.8,,,,,,,,,Y
WJ2009B008,영월군,109,938.6,,,,459.7,,,375.1,,,,,,,,Y
ME2015C004,원주시,48.93,14.24,,,,,85.4,,303.2,,,,,,,,Y
WJ2015O001,음성군,93.2,,,,1.1,589.7,73.5,58.9,302.7,,,,,,,,Y
WJ2015B001,음성군,17.1,47.5,,0,12.3,837.8,72.4,59,297.9,,,,,,,,Y
WJ2014B002,제천시,50,13263,,,,,14.5,3.5,184.9,,,,,,,,Y
